AAPL percent,boston humidity,WEN price,microsoft trend,MSFT price,SHAK price,MSFT volume,TSLA percent,AMZN price,apple trend,MCD price,AMZN percent,MCD volume,AAPL volume,SHAK volume,new york city humidity,WEN percent,NFLX percent,MCD percent,FB price,AAPL price,boston temperature,TSLA price,NFLX price,TSLA volume,AMZN volume,amazon trend,FB volume,los angeles temperature,FB percent,SHAK percent,new york city temperature,los angeles humidity,MSFT percent,facebook trend,WEN volume,minutes,NFLX volume
0.0205,66.0,16.96,4.0,109.01,46.85,4285907.0,0.0105,1638.51,15.0,184.78,0.012,646938.0,6223438.0,94976.0,76.0,0.0079,0.0001,0.0089,143.29,167.45,39.0,372.82,276.0,1290497.0,619346.0,46.0,2605043.0,57.0,0.0119,0.0108,47.0,36.0,0.004,51.0,323968.0,654,1228398.0
0.0206,66.0,16.95,4.0,108.93,46.85,4327301.0,0.0099,1636.97,15.0,184.74,0.0129,655828.0,6247733.0,94976.0,76.0,0.0085,0.0015,0.0091,143.21,167.43,39.0,373.05,275.6,1294898.0,620752.0,46.0,2626136.0,57.0,0.0124,0.0108,47.0,36.0,0.0048,50.0,326268.0,655,1238514.0
0.0209,66.0,16.94,4.0,108.89,46.76,4345886.0,0.0101,1636.38,15.0,184.89,0.0133,659428.0,6272503.0,95576.0,76.0,0.0088,0.0019,0.0083,143.33,167.37,39.0,373.0,275.5,1296885.0,622742.0,46.0,2634489.0,57.0,0.0116,0.0088,47.0,36.0,0.0051,50.0,328963.0,656,1243658.0
0.0207,66.0,16.95,4.0,108.96,46.73,4357752.0,0.0101,1637.23,15.0,184.97,0.0128,662898.0,6284706.0,95776.0,76.0,0.0085,0.001,0.0078,143.33,167.4,39.0,372.99,275.75,1300126.0,625010.0,46.0,2653791.0,57.0,0.0116,0.0083,47.0,36.0,0.0045,50.0,331663.0,657,1246769.0
0.0212,66.0,16.93,4.0,108.98,46.71,4383552.0,0.0098,1637.78,15.0,184.92,0.0124,665498.0,6321246.0,96376.0,76.0,0.0097,0.0001,0.0081,143.43,167.33,39.0,373.09,276.0,1302546.0,628162.0,46.0,2671723.0,57.0,0.0109,0.0077,47.0,36.0,0.0043,49.0,335663.0,658,1252882.0
0.0226,66.0,16.91,4.0,108.88,46.58,4420245.0,0.0096,1636.84,15.0,184.8,0.013,673098.0,6357947.0,100376.0,76.0,0.0108,0.0023,0.0087,143.52,167.08,39.0,373.18,275.39,1307224.0,630537.0,46.0,2707642.0,57.0,0.0103,0.005,47.0,36.0,0.0052,49.0,337763.0,659,1254870.0
0.0231,66.0,16.92,4.0,108.91,46.58,4453333.0,0.0113,1635.49,15.0,184.65,0.0138,678512.0,6387523.0,100376.0,76.0,0.0102,0.0025,0.0095,143.47,167.03,39.0,372.54,275.32,1312224.0,632087.0,46.0,2722150.0,57.0,0.0106,0.005,47.0,36.0,0.0049,49.0,341363.0,660,1257170.0
0.0225,66.0,16.92,5.0,109.02,46.68,4471263.0,0.0105,1635.96,14.0,184.67,0.0135,682552.0,6431226.0,101576.0,76.0,0.0099,0.0032,0.0094,143.54,167.1,39.0,372.83,275.14,1314261.0,634623.0,42.0,2740148.0,57.0,0.0101,0.0071,47.0,36.0,0.0039,41.0,343463.0,661,1263383.0
0.0231,66.0,16.92,5.0,109.03,46.74,4497494.0,0.01,1635.69,14.0,184.8,0.0137,685072.0,6466833.0,101776.0,76.0,0.0102,0.0033,0.0087,143.52,167.0,39.0,373.04,275.1,1317302.0,637894.0,42.0,2755462.0,57.0,0.0103,0.0084,47.0,36.0,0.0038,41.0,346063.0,662,1266374.0
0.0228,66.0,16.92,5.0,109.01,46.74,4515387.0,0.0092,1635.47,14.0,184.73,0.0138,687050.0,6508170.0,101976.0,76.0,0.0102,0.003,0.0091,143.57,167.05,39.0,373.34,275.19,1319029.0,639413.0,42.0,2765402.0,57.0,0.0099,0.0084,47.0,36.0,0.004,41.0,350490.0,663,1270762.0
0.0211,66.0,16.93,5.0,109.05,46.74,4532351.0,0.0084,1638.44,15.0,184.67,0.012,691276.0,6542337.0,102376.0,76.0,0.0097,0.0017,0.0094,143.79,167.34,39.0,373.64,275.55,1322302.0,641831.0,46.0,2779824.0,57.0,0.0084,0.0084,47.0,36.0,0.0037,47.0,351690.0,664,1272696.0
0.02,66.0,16.92,5.0,109.09,46.81,4545591.0,0.0085,1638.74,15.0,184.73,0.0118,693476.0,6566007.0,104176.0,76.0,0.0102,0.0025,0.0091,143.86,167.53,39.0,373.58,275.32,1323952.0,643070.0,46.0,2793533.0,57.0,0.0079,0.0099,47.0,36.0,0.0034,47.0,358587.0,665,1273396.0
0.0201,66.0,16.92,5.0,109.06,46.87,4563312.0,0.0087,1639.0,15.0,184.83,0.0117,695176.0,6591551.0,104576.0,76.0,0.0102,0.0008,0.0086,143.91,167.51,39.0,373.5,275.8,1326726.0,644670.0,46.0,2802973.0,57.0,0.0076,0.0111,47.0,36.0,0.0036,47.0,360021.0,666,1276017.0
0.0198,66.0,16.93,4.0,109.08,46.83,4586448.0,0.0085,1638.24,13.0,184.85,0.0121,696376.0,6622418.0,106376.0,76.0,0.0097,0.0001,0.0085,144.0,167.57,39.0,373.6,276.0,1328780.0,647573.0,47.0,2848962.0,57.0,0.007,0.0104,47.0,36.0,0.0034,48.0,361828.0,667,1283320.0
0.0209,66.0,16.92,4.0,108.99,46.79,4602472.0,0.0103,1635.83,13.0,184.8,0.0136,712958.0,6676513.0,106976.0,76.0,0.0102,0.003,0.0088,143.98,167.38,39.0,372.9,275.19,1336947.0,650884.0,47.0,2868424.0,57.0,0.0071,0.0095,47.0,36.0,0.0042,48.0,365318.0,668,1286437.0
0.0208,66.0,16.92,4.0,108.97,46.84,4616984.0,0.0083,1635.76,13.0,184.82,0.0136,716958.0,6693569.0,107376.0,76.0,0.0102,0.0026,0.0087,144.03,167.4,39.0,373.66,275.3,1340619.0,652756.0,47.0,2877579.0,57.0,0.0068,0.0106,47.0,36.0,0.0044,48.0,365618.0,669,1288797.0
0.0221,66.0,16.91,4.0,108.86,46.83,4630749.0,0.0083,1632.99,14.0,184.76,0.0153,719974.0,6720819.0,111340.0,76.0,0.0105,0.0033,0.009,143.94,167.18,39.0,373.67,275.1,1341844.0,660383.0,48.0,2889050.0,57.0,0.0074,0.0104,47.0,36.0,0.0054,47.0,366618.0,670,1295777.0
0.022,66.0,16.92,4.0,108.84,46.83,4643156.0,0.0087,1633.01,14.0,184.83,0.0153,723674.0,6744898.0,111340.0,76.0,0.0102,0.0026,0.0086,143.97,167.19,39.0,373.51,275.3,1344494.0,662920.0,48.0,2897352.0,57.0,0.0072,0.0104,47.0,36.0,0.0056,47.0,368218.0,671,1298024.0
0.0228,66.0,16.9,4.0,108.66,46.81,4661484.0,0.0091,1631.77,14.0,184.78,0.016,730474.0,6773557.0,113340.0,76.0,0.0111,0.0024,0.0089,143.98,167.05,39.0,373.37,275.35,1351522.0,665159.0,48.0,2918233.0,57.0,0.0071,0.0099,47.0,36.0,0.0072,47.0,373444.0,672,1302717.0
0.0226,66.0,16.9,4.0,108.61,46.81,4687566.0,0.0091,1630.96,15.0,184.68,0.0165,737274.0,6805658.0,113340.0,76.0,0.0114,0.0028,0.0094,143.94,167.08,39.0,373.38,275.26,1353595.0,669339.0,46.0,2937356.0,57.0,0.0074,0.0099,47.0,36.0,0.0077,47.0,376550.0,673,1307817.0
0.0223,66.0,16.9,4.0,108.64,46.75,4713030.0,0.0084,1631.14,15.0,184.74,0.0164,741074.0,6840665.0,113940.0,76.0,0.0114,0.0023,0.0091,144.15,167.15,39.0,373.61,275.38,1359621.0,673640.0,46.0,2958511.0,57.0,0.0059,0.0086,47.0,36.0,0.0074,47.0,377150.0,674,1315941.0
0.0225,66.0,16.9,4.0,108.58,46.81,4730437.0,0.01,1631.8,15.0,184.81,0.016,746682.0,6850862.0,115940.0,76.0,0.0111,0.0033,0.0087,144.2,167.11,39.0,373.01,275.1,1360471.0,674030.0,46.0,2982902.0,57.0,0.0057,0.0098,47.0,36.0,0.0079,47.0,382241.0,675,1318942.0
